text,label
NZ CENTRAL BANK'S AGGRESSIVE TIGHTENING RAISE CONCERNS IT MAY GO TOO FAR -RTRS,Fed | Central Banks
ECB’S STOURNARAS: 'STRONG’ ECB CRISIS TOOL COULD STAY ON SHELF - BBG,Fed | Central Banks
75 central banks have already raised interest rates in the past year. What more should policymakers do to address the darkening outlook for the world economy? Read the latest from @KGeorgieva in her new blog ahead of the #G20 this week:  https://t.co/vslllUMONH  ,Fed | Central Banks
"The Fed has its own baseball history, from a 1921 @KansasCityFed semi-pro team to @sffed games pitting married women and men against their single colleagues @FedFRASER  https://t.co/Vr1Wk5we2E  ",Fed | Central Banks
"The Fed has its own baseball history, from a 1921 @KansasCityFed semi-pro team to @sffed games pitting married women and men against their single colleagues @FedFRASER  https://t.co/jWkhipf7ON  ",Fed | Central Banks
"Sharon Donnery, the first woman appointed as deputy governor at the Central Bank of Ireland, discusses the importance of diversity. She also talks about her career at the central bank  https://t.co/ZXRlbir1u9  ",Fed | Central Banks
"St. Louis Fed Financial Stress Index declines in the week ended July 8, to -1.3021, down from -1.1498 a week earlier (0=normal stress)  https://t.co/JxeikDDPC4  ",Fed | Central Banks
@KansasCityFed labor market conditions indicators for June show a slight decline in momentum and the level of activity was little changed  https://t.co/ky6nXYXAu6  ,Fed | Central Banks
"On July 15, the St. Louis Fed Economic News Index was projecting #realGDP growth in Q2 of 4.1% at an annual rate, up from 3.9% a week earlier  https://t.co/D5ZzllTPNM  ",Fed | Central Banks
"St. Louis Fed Financial Stress Index declines in the week ended July 8, to -1.3021, down from -1.1498 a week earlier (0=normal stress)  https://t.co/Sw72JreYMg  ",Fed | Central Banks
In the latest Central Banker newsletter: How inflation is measured and what the Fed reported on 2021 banking conditions  https://t.co/ZArmQ4EdRI  ,Fed | Central Banks
"Average interest rates for fixed-rate mortgages tick up in the week ended July 14, to 5.5% for the 30-year and 4.7% for the 15-year. See the long-term trend in FRED:  https://t.co/EV50A0qFGl  ",Fed | Central Banks
@KansasCityFed labor market conditions indicators for June show a slight decline in momentum and the level of activity was little changed  https://t.co/MC99Czfhtv  ,Fed | Central Banks
"Though inflation expectations, as measured by the five-year breakeven inflation rate, are still higher than the Fed’s 2% target, recent FOMC actions appear to be moderating these expectations  https://t.co/fd1VVe8XVj  ",Fed | Central Banks
"Though inflation expectations, as measured by the five-year breakeven inflation rate, are still higher than the Fed’s 2% target, recent FOMC actions appear to be moderating these expectations  https://t.co/Onh1hdI2Cs  ",Fed | Central Banks
"The St. Louis Fed Economic News Index, our #realGDP “nowcast,” is estimating growth in Q2 of 3.9% at an annual rate, unchanged from a week earlier  https://t.co/QeqWP5cQEQ  ",Fed | Central Banks
"Average interest rates for fixed-rate mortgages decline for a second week in a row in the week ended July 7, to 5.3% for the 30-year and 4.5% for the 15-year. See the long-term trend in FRED:  https://t.co/YCMpNcy918  ",Fed | Central Banks
Just in: The European Central Bank has raised interest rates by a half percentage point — its first increase for more than a decade — while pledging to prevent rising borrowing costs from sparking a eurozone debt crisis amid political turmoil in Italy  ,Fed | Central Banks
"Although western financial support has increased since May, Kyiv is still counting on Ukraine's central bank to buy its debt by selling foreign reserves or printing money, at the risk of setting off an inflationary spiral  ",Fed | Central Banks
A half-percentage-point interest rate rise by the BoE would be the largest since 1995  ,Fed | Central Banks
"European Central Bank policymakers will this week discuss the possibility of raising interest rates by half a percentage point, exceeding their own guidance and most economists’ expectations  https://t.co/AOVYHJkET0  ",Fed | Central Banks
"As the European Central Bank prepares for its first rate rise in 11 years, president Christine Lagarde must confront fears of a looming recession  ",Fed | Central Banks
Italy still needs Mario Draghi  ,Fed | Central Banks
The Federal Reserve is under pressure to abandon its monetary policy guidance for the second month in a row in the face of soaring inflation  ,Fed | Central Banks
"How much additional tightening—and this is the important part—will be required depends on a number of factors that fall outside of the Fed's direct control."" @MaryDalyEcon spoke on tightening policy beyond neutral in her recent speech at @ChapmanArgyros:  ",Fed | Central Banks
".@BlackRock Head of @iShares Investment Strategy @Gargi_Chaudhuri on the Fed: “If they’re telling us they are going to take the funds rate a lot past neutral and going to be excessively restrictive, I think that probably poses some downside risk for the equity market.”  ",Fed | Central Banks
"“The Fed needs to move… quickly,” Teton Capital CEO David Sokol says. “I think in hindsight it would’ve been better to see 75 basis points at their first move. … The louder the message that the Fed’s serious, the better.  ",Fed | Central Banks
"“It’s been a decade since we’ve had a recession,” Sanders Morris Harris Chairman George Ball says. “They happen now and then. It’s not the Fed’s job to keep us out of a recession, nor can they forever.”  ",Fed | Central Banks
".@GoldmanSachs CEO @DavidSolomon on inflation: “The economic conditions need to get tighter to break the back of inflation. I think the Fed is focused on it… and hopefully, we'll see some balance in this as they move in that direction.”  ",Fed | Central Banks
"“We’re definitely seeing the odds now looking increasingly more towards a 100 bps [rate] hike,” @monetagroup CIO @AoifinnDevitt says. “We’re seeing no sign of any softening in terms of inflation.”  ",Fed | Central Banks
"The Fed should “communicate with the public that there’s only so much that they can do, especially for near-term inflation relief,” Allspring Global Investments Senior Investment Strategist Brian Jacobsen says. “Food costs and fuel costs — the Fed can’t do much about that.”  ",Fed | Central Banks
"Why the Fed won't raise interest rates by 100bps next week, according to Goldman Sachs  https://t.co/yqVnR32Wkt by @BrianSozzi  ",Fed | Central Banks
Shock inflation data may push Fed towards historic rate increase: Strategist  https://t.co/vjGvFluwZt by @BrianSozzi  ,Fed | Central Banks
"Bank of America slashes stock market forecast, calls for 'mild recession' this year  https://t.co/IaHjBOKUTk by @MylesUdland  ",Fed | Central Banks
"The Fed’s “going to hike interest rates until they can break the back of inflation,” @rwbaird Strategy Analyst Ross Mayfield says on the possibility of a 75-100 bps rate hike. “The market expects the Fed and other forces to conspire to a recession in the U.S.”  ",Fed | Central Banks
How big an interest rate hike do you think the Fed will make at its upcoming meeting?,Fed | Central Banks
"“Housing is the most interest rate-sensitive sector of the economy,” @economics_ma's @Markzandi says. “The Fed is raising interest rates to slow growth, and that’s going to work first and foremost through a weaker housing market.”  ",Fed | Central Banks
"""We certainly have a Fed that seems to be leaning against further strengthening the economy,"" @BankofAmerica Head of U.S. Economics Michael Gapen says. ""In general, conditions are pretty solid right now in U.S. labor markets and the overall economy.""  ",Fed | Central Banks
"“They don't want to be the central banks that gave us another 1970s,” @abrdn_US Senior Global Economist James McCann says on the Fed and other countries' rate hikes. “What we're seeing across the board is a preparedness to move pretty quickly to get that done.”  ",Fed | Central Banks
"“In less than 4 months, we've seen 175 basis points of rate increase,” @DeutscheBank Wealth Management's Deepak Puri says. “Normally for us to have that kind of a rate hike, it would normally take 18 to 24 months — it took us almost 18 months for us to get to that level.”  ",Fed | Central Banks
"“What the Fed is really attempting do at this point in time is to engineer sort of a soft landing or find the middle ground between an acceptable level of inflation and less sort of pain in the overall economy,” @ArielInvests Vice President Danan Kirby says. Full interview:  ",Fed | Central Banks
"For St. Louis Fed chief James Bullard, when it comes to the current yield-curve inversion, it’s a case of “this time is different”  ",Fed | Central Banks
Fed officials have signaled they are likely to raise interest rates by 0.75 percentage point at their next meeting to combat high inflation   https://t.co/tELFJ0JOHY  ,Fed | Central Banks
"Economists increasingly expect the Fed, in its efforts to push down inflation, to raise rates enough to trigger a recession  ",Fed | Central Banks
The Dutch central bank fined cryptocurrency exchange Binance for offering services without proper registration  ,Fed | Central Banks
The investigating agency also cited some oversights in the central bankers’ market activities  ,Fed | Central Banks
Fed governor Christopher Waller says he’d favor a 0.75-percentage-point rate rise at the central bank’s meeting in two weeks—though economic data between now and then could tip the scale in favor of an increase of a full percentage point  ,Fed | Central Banks
Senators say a formal system is needed to deal with any violations by Fed officials  ,Fed | Central Banks
The confirmation gives the Federal Reserve a full seven-member board; Senate set to vote to consider Barr for key regulatory post  ,Fed | Central Banks
"Fresh evidence of accelerating inflation rattled bond markets anew, sending traders rushing to prepare for more aggressive interest-rate increases.  ",Fed | Central Banks
Federal Reserve Bank of Kansas City President Esther George is concerned that monetary policy tightening may be happening more quickly than the economy and financial sector can absorb  ,Fed | Central Banks
"Americans expect lower inflation increases over the longer run, amid a sharp drop in projected home-price increases, the New York Fed said  ",Fed | Central Banks
"Heard on the Street: Central banks in Asia are choosing their approach to the strong dollar: aggressive measures, carefully calibrated steps or quiet resignation  ",Fed | Central Banks
China to repay more depositors to defuse rural bank scandal - Reuters   ,Fed | Central Banks
The European Central Bank could be about to go big on its first rate hike in 11 years - CNBC   ,Fed | Central Banks
Bank Relief From ECB Rate Hike Spoiled by Threat of Windfall Tax - BBG   ,Fed | Central Banks
Draghi demands Italian unity as price for staying on as PM - Reuters   ,Fed | Central Banks
UK to extend loan support for small businesses by two years - Reuters   ,Fed | Central Banks
Russia central bank proposes banning small investors from buying foreign shares - Reuters   ,Fed | Central Banks
Strategists Say Fed Hiking by 75bp in July is 'All but Guaranteed' - SI   ,Fed | Central Banks
Blackstone Sees Fed Funds Rate Near 5% on Longer Hiking Cycle - BBG   ,Fed | Central Banks
ECB weighs bigger rate hike with safety net for indebted countries - Reuters   ,Fed | Central Banks
Yellen says the U.S. and its allies should use ‘friend-shoring’ to give supply chains a boost - CNBC   ,Fed | Central Banks
"U.S., allies cannot allow China to dominate raw materials, technologies, Yellen says   ",Fed | Central Banks
BoE's Saunders says Bank Rate could top 2% in next year - Reuters   ,Fed | Central Banks
"Leave our policy alone, Bank of England official tells UK's Truss - Reuters   ",Fed | Central Banks
The hike is (almost) here! Now for what comes next: Five questions for the ECB - Reuters   ,Fed | Central Banks
"ECB likely to raise rates 25 bps next week, 50 bps in September, Rehn says    ",Fed | Central Banks
Yellen says price cap on Russian oil is ‘one of our most powerful tools’ to address inflation - CNBC   ,Fed | Central Banks
Yellen warns inflation in the U.S. is ‘unacceptably high’ - CNBC   ,Fed | Central Banks
Fed Could Weigh Historic 100 Basis-Point Hike After Inflation Scorcher - BBG   ,Fed | Central Banks
Traders Fully Price 75-Basis-Point Fed Hike at July Meeting - BBG   ,Fed | Central Banks
"U.S., Japan agree to address Ukraine war-driven foreign-exchange volatility, economic challenges - Reuters   ",Fed | Central Banks
"ECB's Lagarde: TPI To Make Secondary Market Purchases, Could Consider Purchases Of Private Sector Securities",Fed | Central Banks
ECB's Lagarde: To Reassess TLTRO Conditions In Near Future  - TPI Purchases With A Remaining Maturity Of Between One And Ten Years,Fed | Central Banks
"ECB’s de Guindos: GC Would Rather Not Use TPI, But Wouldn’t Hesitate If It Has To",Fed | Central Banks
ECB's Lagarde: No Recession Seen Under Baseline Scenario,Fed | Central Banks
"German FinMin On ECB Hike: Govt Plan To Return To Debt Brake Next Year, Limit Govt Spending ‘Fits With ECB Policy’",Fed | Central Banks
SARB Announce Interest Rate: 5.50% (est 5.25; prev 4.75%),Fed | Central Banks
ECB's Lagarde:  Prior Guidance On September Rate Move No Longer Applies,Fed | Central Banks
ECB's Lagarde: All Euro-Area Members Eligible For TPI,Fed | Central Banks
ECB's Lagarde: TPI Existence Allowed ECB To Opt For Larger Hike,Fed | Central Banks
South Africa SARB Model Sees Repo Rate 5.61% By End '22; Saw 5.3%,Fed | Central Banks
ECB's Lagarde: Decision Was Unanimous On TPI,Fed | Central Banks
US Philadelphia Fed Business Outlook Jul: -12.3 (est 0.8; prev-3.3),Fed | Central Banks
ECB Raises Rates For First Time In Over A Decade - FT   ,Fed | Central Banks
ECB Monetary policy decisions  https://t.co/UPEB2hiW4v  ,Fed | Central Banks
ECB: Appropriate To Take A Larger First Step,Fed | Central Banks
Eurozone Deposit Facility Rate Jul 21: 0.000% (est -0.250%; prev -0.500%)  - Eurozone Main Refinancing Rate Jul 21: 0.500% (est 0.250%; prev 0.000%)  - Eurozone Marginal Lending Facility Jul 21: 0.750% (est 0.500%; prev 0.250%),Fed | Central Banks
"Turkey Clings To World’s Most Negative Real Rates, Extends Pause - BBG   ",Fed | Central Banks
Turkey Leaves One-Week Repo Rate At 14%; Est. 14%,Fed | Central Banks
BoJ Gov Kuroda: Slight Change In Rates Won't Have Big Impact On Yen,Fed | Central Banks
BoJ Gov Kuroda: No Intention To Raise Interest Rates Under Yield Curve Control,Fed | Central Banks
BoJ: Expects Short- And Long-Term Policy Rates To Remain At 'Present Or Lower' Levels,Fed | Central Banks
BoJ Leaves Policy Balance Rate Unchanged At -0.1% As Expected; Leaves 10-Year Yield Target Unchanged At Around 0.0% As Expected,Fed | Central Banks
Poll: Fed To Stick To 75 Bps Hike In July; 40% Chance Of Recession - RTRS    ,Fed | Central Banks
"BoJ To Retain Easy Policy, Staying Outside Global Tightening Tide - RTRS    ",Fed | Central Banks
"Asking ""Hot enough for you?"" in Frankfurt right now is about more than the just the weather as the #ECB prepares to fight record inflation with its first rate hike in 11 years.  $EUR European Editor @EricCulpLS previews Thursday's rate decision here:  https://t.co/hUXz9mYzEq  ",Fed | Central Banks
Eurozone ECB Current Account SA May: €-4.5Bln (prev €-5.8Bln),Fed | Central Banks
China Leaves Five-Year Loan Prime Rate Unchanged At 4.45% As Expected    China Leaves One-Year Loan Prime Rate Unchanged At 3.70% As Expected,Fed | Central Banks
WATCH: RBA Governor Philip Lowe Speaks To The Australian Strategic Business Forum At 09:10 AEST (23:10 GMT)  https://t.co/2QczhW47xa  ,Fed | Central Banks
BoE’s Bailey: 50Bp Hike Will Be Among The Choices On The Table When We Next Meet  - QT Could Be In Region Of GBP50 Bln - GBP100 Bln In First Year    $GBP,Fed | Central Banks
"UK Financial Markets Price In 94% Chance Of 50Bp BoE Hike On 4th Aug, Based On OIS - Refinitiv Calculations",Fed | Central Banks
US Atlanta Fed GDPNow Q2: -1.6% (prev -1.5%)   ,Fed | Central Banks
IMF Warns Of Sharp European Economic Hit From Russian Gas Embargo - FT   ,Fed | Central Banks
"ECB Lending Survey: Corporate Credit Standards ""Considerably"" Tightened In Q2 While Demannd For Loans Increased",Fed | Central Banks
ECB policymakers to discuss 50 bps rate hike this week RTRS    ,Fed | Central Banks
ECB Policymakers To Discuss Rate Hike Worth 25 Bps Or 50 Bps At Thursday's Meeting - RTRS Sources,Fed | Central Banks
RBA Minutes: Remains Committed To Doing What Is Necessary To Ensure That Inflation Returns To The Target Over Time  - Members Agreed That Further Steps Would Need To Be Taken To Normalise Monetary Conditions In Australia Over The Months Ahead  ,Fed | Central Banks
BoJ’s Kuroda Determined To Maintain Stimulus As World Tightens - BBG    ,Fed | Central Banks
Quarles Says Fed Should Have Hiked Rates Before Taper Finished - BBG   ,Fed | Central Banks
The ECB’s New Bond Tool May Be Tested Sooner Than Expected - BBG    ,Fed | Central Banks
Rate Hikes Are No Match For Traders Selling New Zealand’s Dollar - BBG    ,Fed | Central Banks
Weekend News: Fed Officials Preparing To Lift Interest Rates By Another 0.75 Percentage Point - WSJ      ,Fed | Central Banks
Draghi Said To Signal Determination To Quit As Italian PM Next Week,Fed | Central Banks
Statement on IOSCO Compliance for Federal Reserve Bank of New York Administered Reference Rates - FEDERAL RESERVE BANK of NEW YORK  ,Fed | Central Banks
"Fed's Daly: Not Talking About Raising Rates To Extreme Highs, ‘More Like In The 3% Range’",Fed | Central Banks
Fed's Daly: Not Concerned About Over-Cooking Things On Rate Hikes,Fed | Central Banks
"Fed's Daly: US Economy Is Strong - Newsy's Morning Rush   - Inflation Is Too High, Says Fed Is Working On Getting Down Inflation Without Stalling Economy  - Inflation Is Lasting Longer Than Hoped",Fed | Central Banks
Fed's Bullard Says He Takes Yield-Curve Inversion Seriously As A Signal  - ‘This Time Is Different On Yield Curve’,Fed | Central Banks
Fed's Bullard Says He Is An Advocate Of Frontloading Rate Hikes,Fed | Central Banks
ECB Insider: ‘Very Unlikely’ That We Will Do More Than 25Bps in July - Econostream   ,Fed | Central Banks
Fed's Bullard Says ‘Relatively Soft Landing’ Is Still His Base Case,Fed | Central Banks
"Fed's Bullard: If Fed ‘Plays Its Cards Right’, Inflation Can Come Down Relatively Quickly To 2% Over Next 18 Months",Fed | Central Banks
"Fed's Bullard: Can Evaluate B/Sheet Reduction Later In 2023, Says ‘That's A Discussion For The Future’",Fed | Central Banks
"ECB’s Rehn: Likely To Raise Rates 25Bps Next Week, 50Bps In September – RTRS  ",Fed | Central Banks
Tame Inflation To Keep BoJ A Dovish Outlier In Global Rate-Hike Rush - RTRS   ,Fed | Central Banks
ECB Bond Tool Seen Having No Limits As Steeper Rate Hikes Loom - BBG  ,Fed | Central Banks
Reports Italy’s Draghi Will Resign - RTRS Citing Govt Statement    $EUR,Fed | Central Banks
Fed's Waller: Plausible That We Have A Growth Recession Where It Goes Below Longer-Run Avg But Doesn't Go Negative,Fed | Central Banks
Fed's Waller: Friday’s Retail Sales Data To Show Level Of Strength In Consumer Spending  - A Good Report Will Tell Me Consumer Demand Is ‘Still Strong And We Can Keep Tightening’,Fed | Central Banks
Fed's Waller: Recent Jobs Numbers Are ‘Amazing Figures’,Fed | Central Banks
"Fed’s Waller: 75Bp July Hike Would Lift Rates To Neutral Level, 75Bp Hike Is His July Base Case   - Would Lean Toward Larger July Hike If Data Warrant   - Sees Retail Sales, Housing As Key Data Before July FOMC Meeting",Fed | Central Banks
"UK Financial Markets Now Pricing In 83% Chance Of 50Bp BoE Hike On Aug 4th, Based On OIS",Fed | Central Banks
Credit Managers Say Defaults On Track To Rise On Four Continents – BBG  ,Fed | Central Banks
Three-Month Euribor Rises Above 0% For First Time Since 2015 – RTRS  ,Fed | Central Banks
"Eurozone Money Markets Now Price In Over 50% Chance Of 50Bps ECB Rate Hike In September   - Price In 95Bps Of Hikes By September, Up From 84Bps On Monday",Fed | Central Banks
China Seen Keeping Medium-Term Policy Rate Unchanged For Sixth Month – RTRS  ,Fed | Central Banks
"US Treasury Sec Yellen: US Inflation ‘Unacceptably’ High   - Labour Market Very Strong, In Good Shape   - Biden Supportive Of Fed’s Steps To Control Prices",Fed | Central Banks
"Traders See 175Bps BoE Hikes By Year-End, First Time In Three Weeks",Fed | Central Banks
Fed's Daly Says Her Most Likely Posture Is 0.75ppt Hike - NYT,Fed | Central Banks
Fed’s Mester: CPI Data Does Not Suggest Going Smaller Than June Hike - BBG TV,Fed | Central Banks
Fed’s Mester: Expect Fed Will Need To Go Well Beyond Neutral Rate - BBG TV,Fed | Central Banks
Fed’s Mester: Not Seen Any Convincing Evidence Inflation Has Peaked - BBG TV,Fed | Central Banks
Fed's Mester: We Don't Have To Make Rate Decision Today - BBG TV,Fed | Central Banks
Hot Inflation Fuels Bets On Super-Sized July Fed Rate Hike - RTRS   ,Fed | Central Banks
CME's FedWatch Shows US Rate Futures Price More Than 80% Chance Of 100Bps Fed Hike In July,Fed | Central Banks
"Fed Beige Book: Economic Activity Expanded At A Modest Pace, On Balance, Since Mid-May   ",Fed | Central Banks
Fed's Bostic On Possibility Of 100 Bps July Rate Hike; 'Everything Is In Play'   - June Inflation Report Suggests Trajectory ‘Not Moving In A Positive Way’,Fed | Central Banks
BoC's Macklem: Aim Is Getting Rates To Top End Or Slightly Above Neutral Range Quickly,Fed | Central Banks
BoC’s Macklem: Front-Loading Rate Increases Now Helps Avoid Need For Even Higher Interest Rates Down The Road   ,Fed | Central Banks
WATCH LIVE: Bank Of Canada Monetary Policy Report Press Conference Approx. 15:00 GMT   https://t.co/L3D3aVncHO    $CAD,Fed | Central Banks
"BoC Wanted To 'Front-Load' Path To Higher Interest Rates Amid Excess Demand And High, Broadening, Persistent Inflation",Fed | Central Banks
"ECB Spox: ECB Doesn’t Target A ‘Particular Exchange Rate’ - RTRS    - Always Attentive To Impact Of FX Rate On Inflation, In Line With ECB Mandate For Price Stability",Fed | Central Banks
"Bank Of Canada Readies Rare 75Bps Hike, As Policymakers Set To Signal Resolve For Further Hikes. @HarryDaniels71 Previews Today’s Decision:  https://t.co/2YVTqOwaZt  ",Fed | Central Banks
"US Rate Futures Pricing In 22% Chance Of 100Bps Hike In July Meeting, 79% Of 75Bps",Fed | Central Banks
JPMorgan CEO Dimon: Fed Inflation Forecasts Are Too Optimistic – Figaro   - Clouds Gathering Over Global Economy   - Could Turn Into A Hurricane   ,Fed | Central Banks
RBNZ Official Cash Rate Raised 50bps As Expected To 2.5%,Fed | Central Banks
RBNZ Set To Remain Aggressive Despite Recession Risks - LiveSquawk   ,Fed | Central Banks
Bank Of Korea Raises Key Interest Rate To 2.25% From 1.75%,Fed | Central Banks
Fed's Barkin: Likely To Need To Raise Rates Into Restrictive Territory   - Backs Raising Rates To Neutral 'Expeditiously As We Can’,Fed | Central Banks
BoE’s Bailey: BoE To Act Forcefully If We See Evidence Of Inflation Persistence,Fed | Central Banks
BoE’s Bailey: Expecting Inflation To Come Down ‘Rapidly’ Next Year,Fed | Central Banks
BoE’s Bailey: Pick-Up In Wages Still Largely Being Driven By One-Off Bonuses Rather Than Higher Base Rate  - Businesses Are Still ‘Very Focused On Difficulty Of Hiring’,Fed | Central Banks
Fed’s Barkin: Concerned Whether US Will Have The Financial Capacity To Fight Future Downturns,Fed | Central Banks
Fed’s Barkin: Pace Of Policy Change May Be Making Markets ‘Skittish’  - Says There Is A Path To Cool Inflation But A Recession ‘Is Possible’,Fed | Central Banks
"Fed’s Barkin: Inflation Decline Expected, ‘But Not Immediately Or Predictably’  - Future Rate Hikes Have Already Been Signalled",Fed | Central Banks
BoE's Bailey: Today’s Comments Are Not A Signal On Near Term Rates,Fed | Central Banks
"BoE’s Bailey: Returning Inflation To 2% Target Sustainably Is Our Job, ‘No Ifs Or Buts’  - Will Act Forcefully If Necessary, Be ‘Particularly Alert’ To Indications Of More Persistent Inflation Pressures     ",Fed | Central Banks
"IMF’s Georgieva: Sees ‘Debt Crisis In Making’ With Higher Rates, Debt",Fed | Central Banks
"Nomura Expects Fed, ECB, BoE Rate Cuts Next Year – RTRS  ",Fed | Central Banks
"Fed's Bostic: Comfortable US Economy Can Withstand 75Bp Hike At Next Meeting, Current Policy Remains Accommodative  - Not Putting Much Probability On Possible Actions At Meetings Beyond July  - Fed To Adapt As Data Warrants",Fed | Central Banks
BoE's Bailey: There Are A ‘Range Of Things’ Are On The Table For Aug Meeting  - Should Not Pre-Commit To Future Actions,Fed | Central Banks
Fed’s Bullard: Solid US Economy Can Handle Rising Rates - AP   ,Fed | Central Banks
"NY Fed: Inflation Expectations Increase At Short Term, But Decline At Medium And Longer Terms; Home Price Growth Expectations Decline Sharply   ",Fed | Central Banks
"Fed's George: GDP Still 2.5% Below Pre-Pandemic Trend Suggests Pandemic Did ‘Long-Lasting Damage’ To Supply Side, Particularly Service Sector",Fed | Central Banks
"Fed's George: Recession Projections ‘Suggest To Me’ That Rapid Hikes Risk Tightening Faster Than The Economy, Markets Can Adjust",Fed | Central Banks
"Fed's George: Communicating Rate Path For ""Far More Consequential"" Than Speed Of Policy Change  - Pace Of Hikes Should Is ‘An Open Question,’ Moving Too Fast Risks ‘Oversteering’",Fed | Central Banks
WATCH LIVE: BoE Financial Stability Reports Before Treasury Committee Approx. 14:15 GMT   ,Fed | Central Banks
"With inflation in the UK hitting its highest level in 40 years, market attention is now focused on the next Bank of England policy rate decision, due Aug. 4. Presented by @CMEGroup  ",Fed | Central Banks
Is the Bank of Japan ready to join other central banks in the global tightening cycle? Presented by @CMEGroup  ,Fed | Central Banks
"The European Central Bank has been slow responding to rising inflation. As the ECB begins a game of catch-up, how will European debt markets be impacted? Presented by @CMEGroup  ",Fed | Central Banks
Central bank policy in Europe and Japan has lent strength to the US dollar. Is the Fed about to offer the dollar a further boost? Presented by @CMEGroup  ,Fed | Central Banks
ECB May Limit Hikes As Recession Nears.  https://t.co/u6dJ706uQh #finance #economy #business,Fed | Central Banks
Week Ahead - Rate Hikes Galore.  https://t.co/pcC4gH2ltC #stockmarket #investing #business,Fed | Central Banks
Fed-Induced Recession Looms As Rate Fears Roil All Markets.  https://t.co/1uvb1VmIL2 #finance #trading #stocks,Fed | Central Banks
What The Bank Of Canada's 100bps Rate Hike Means For The Canadian Economy.  https://t.co/bWb3N0mZBC #trading #economy #stocks,Fed | Central Banks
"Bank Of Canada Delivers A Supersized 1% Rate Hike, Biggest Jump Since 1998.  https://t.co/OyTakczA8J #stockmarket #finance #trading",Fed | Central Banks
"Rates Spark: It's The ECB That's Behind The Pace, Not The Fed.  https://t.co/KIn21apFY8 #economy #stocks #stockmarket",Fed | Central Banks
Rate Hikes Compounding Pain For Bloated Real Estate.  https://t.co/za14YIhRLW #markets #finance #economy,Fed | Central Banks
Market Prices In More Aggressive Fed And Is More Confident Of Rate Cuts By End-2023.  https://t.co/hZN89P6kI2 #trading #stockmarket #stocks,Fed | Central Banks
Asset Allocation Committee Outlook Q3 2022.  https://t.co/X0XXbONh5r #business #markets #stockmarket,Fed | Central Banks
Chart Of The Moment: Emerging Market 2-Year Rates Near Historical Highs.  https://t.co/1GHyw3TacA #trading #investing #stockmarket,Fed | Central Banks
U.S. Rates: The Dueling Narratives Of Inflation Vs. Slowing Growth.  https://t.co/OYmcEXgg9D #markets #business #economy,Fed | Central Banks
The ECB And Mounting Eurozone Debt.  https://t.co/EiLpSNKxQ1 #stocks #trading #stockmarket,Fed | Central Banks
"To curb inflation, central banks have begun to raise interest rates, even as the global economic recovery remains incomplete in most countries. What does this mean for the state of the #GlobalEconomy? Tune in on July 13 to hear experts discuss.  ",Fed | Central Banks
"Today we took our latest monetary policy decisions:  🔵We raised interest rates by 0.5 percentage points, a further step in normalising our monetary policy  🔵We agreed on a new instrument to make sure that our policy smoothly reaches all of the euro area   https://t.co/93nhha5Em8  ",Fed | Central Banks
See the combined monetary policy decisions and statement here  ,Fed | Central Banks
President @Lagarde has just presented the Governing Council’s monetary policy statement.  Read the statement  https://t.co/WY7xCFmVM5  ,Fed | Central Banks
Watch the ECB press conference live: President Christine @Lagarde explains today’s monetary policy decisions  ,Fed | Central Banks
Coming up in 15 minutes: watch live as President Christine @Lagarde explains the latest monetary policy decisions.  ,Fed | Central Banks
"📌 Ahead of today’s decisions, don’t forget the new times!  🔵 14:15 CET – publication of our monetary policy decisions  🔵 14:45 CET – press conference with President Christine @Lagarde begins  🔵 15:00 CET – publication of our monetary policy statement",Fed | Central Banks
ECB publishes indicative calendars for the Eurosystem’s regular tender operations and reserve maintenance periods in 2023  ,Fed | Central Banks
"One year ago the ECB announced the launch of the investigation phase of the #digitaleuro project, which will last until October 2023. Find out more about the digital euro   ",Fed | Central Banks
Supervisory banking statistics (Q1 2022)  ,Fed | Central Banks
"Letter from the ECB President to Mr Engin Eroglu, MEP, on ECB communication  https://t.co/4KZdcM1pAF (EN)  https://t.co/qLavk1Ddbk (DE)",Fed | Central Banks
Account of the monetary policy meeting of the Governing Council of the ECB of 8-9 June 2022  ,Fed | Central Banks
"Kuroda demonstrated a flash of pragmatism in deciding to keep rates steady, writes @GearoidReidy  https://t.co/OtbyzVSOcb via @opinion",Fed | Central Banks
"South Africa raises benchmark interest rate by 75 basis points to 5.5%, its biggest increase in borrowing costs in almost two decades  ",Fed | Central Banks
"LIVE: ECB surprises with 50bps hike, ending negative rate era.   President Christine Lagarde is taking questions  https://t.co/wLsZY5gmNa  ",Fed | Central Banks
"Indonesia's central bank keeps its benchmark rate unchanged to foster economic growth, as it sits out the global shift toward fighting inflation with tighter monetary policies  ",Fed | Central Banks
"The ECB raises its key interest rate by 50 basis points, the first increase in 11 years and the biggest since 2000  ",Fed | Central Banks
The European Investment Bank will provide 400 million euros ($406 million) to help finance an interconnector that will link German and UK electricity grids for the first time  ,Fed | Central Banks
"Mario Draghi's government has collapsed, but the former central banker will remain a force to be reckoned with, writes @SandersonRach  https://t.co/9creq1P9aC via @opinion",Fed | Central Banks
"BREAKING: The ECB raises interest rates by 50 basis points, the first hike in 11 years, joining global peers in confronting a historic spike in inflation  ",Fed | Central Banks
"Indonesia’s central bank is on track to issue its own digital currency for banks to use, while considering ways to ensure it would be exchangeable across borders  ",Fed | Central Banks
China’s banking regulator vowed to ensure developers complete construction for pre-sold homes  ,Fed | Central Banks
